tasks2_final.txt 1 99000 507.926177978516 3.88150000572205 1971.51550292969 47484951.9718933 380477.703970432 184337866.333252 47947707.3291321 384320.919940233 186134301.12793
tasks2_final.txt 2 99000 441.462799072266 3.8824999332428 1713.97924804688 45644713.4573364 378559.238282442 177195614.356567 46346006.1212769 384324.057735682 179918056.894409
tasks2_final.txt 3 99000 790.846008300781 3.88199996948242 3070.06420898438 75891848.161499 372764.914767742 294591897.34668 78207633.8825684 384293.691728354 303581141.926025
tasks2_final.txt 4 99000 404.663513183594 3.88199996948242 1570.90368652344 43461789.5508118 376639.516654015 168722273.117554 44311704.8918762 384326.087581635 172021735.21936
tasks2_final.txt 5 99000 415.772888183594 3.88199996948242 1614.03039550781 44124106.1591187 378560.754186392 171293247.211914 44878591.0508728 384325.539641857 174222164.807617
tasks2_final.txt 6 99000 513.49365234375 3.88299989700317 1993.89575195313 44278026.5674744 382407.890385151 171892555.15979 44497757.2135315 384329.56236577 172745586.669922
tasks2_final.txt 7 99000 420.103759765625 3.88150000572205 1630.63269042969 43619290.4128723 378565.013373375 169335420.896973 44274617.163147 384329.909318447 171879456.718994
tasks2_final.txt 8 99000 440.453765869141 3.88199996948242 1709.84155273438 43889417.1738281 374721.691426992 170384081.836792 44980366.042572 384329.966834545 174619290.530762
tasks2_final.txt 9 99000 424.973602294922 3.8824999332428 1649.9599609375 44603477.3804626 384329.780838966 173156082.839478 44603477.3804626 384329.780838966 173156082.839478
tasks2_final.txt 10 99000 485.142883300781 3.88150000572205 1883.08215332031 44682398.4827881 378562.592551947 173461265.21167 45339762.6911621 384327.524997473 176013225.358887
tasks2_final.txt 11 99000 350.557952880859 3.8824999332428 1361.04125976563 36060738.9181519 380500.416570187 139997145.263428 36420585.8119507 384343.855025768 141394166.095703
tasks2_final.txt 12 99000 427.250122070313 3.8824999332428 1658.79858398438 35559759.3212891 378581.206996679 138053225.463867 36088537.8974304 384346.388928175 140106089.827759
tasks2_final.txt 13 99015 324.472900390625 3.8824999332428 1259.76599121094 35299983.2978516 378640.82489562 137045080.600952 35833187.4779358 384406.079826832 139115157.044434
tasks2_final.txt 14 98505 495.761047363281 3.88150000572205 1924.29650878906 43462287.0412598 374719.945561171 168725144.822388 44331624.6871948 382406.455492496 172099982.012451
tasks2_final.txt 15 99000 409.276702880859 3.8824999332428 1589.01672363281 43994372.1257019 380483.176606894 170789983.40686 44430351.283905 384326.490571022 172482515.123657
tasks2_final.txt 16 98505 360.222930908203 3.88299989700317 1398.74560546875 37317981.0982666 378577.410713434 144877471.422974 37705583.0326843 382420.814171314 146382229.39917
tasks2_final.txt 17 99000 490.144805908203 3.88199996948242 1902.74206542969 43757254.7420349 380487.071358919 169871242.269775 44183691.538208 384330.394821405 171526733.080688
tasks2_final.txt 18 99000 480.608825683594 3.88199996948242 1865.72338867188 43895991.365448 380485.708961964 170409175.966675 44358127.4704895 384329.020925045 172203247.813354
tasks2_final.txt 19 99000 479.034088134766 3.8824999332428 1859.84985351563 43012046.3695984 376640.905062199 166976936.833496 43877623.7976379 384327.512989759 170337220.260498
tasks2_final.txt 20 99000 409.700469970703 3.8824999332428 1590.66198730469 41941489.0142822 376643.86289072 162822230.226685 42815054.8480225 384330.439819098 166213506.101074
tasks2_final.txt 21 98505 444.313995361328 3.88199996948242 1724.82690429688 43884327.2442017 378562.685538769 170363245.674194 44324660.8134155 382405.969502449 172072669.121582
tasks2_final.txt 22 99000 436.227600097656 3.88100004196167 1692.99938964844 42862420.4438171 376644.041378021 166397484.784546 43714499.0461731 384330.714300394 169705390.658081
tasks2_final.txt 23 98505 427.388031005859 3.8824999332428 1659.333984375 43940250.9365845 380484.931990862 170580652.898804 44160676.7355042 382406.581472158 171436372.677124
tasks2_final.txt 24 99000 401.814270019531 3.8824999332428 1560.04382324219 42654018.7009888 378565.972808599 165588513.905762 43290124.1381226 384330.979750156 168057978.565796
tasks2_final.txt 25 99015 494.217010498047 3.8824999332428 1918.79748535156 44153433.1448059 376701.204456329 171408822.48999 45131967.4042358 384387.666892767 175207543.94165
tasks2_final.txt 26 99000 407.606964111328 3.8824999332428 1582.53405761719 43142166.2127991 382408.947312117 167483450.158569 43353901.6262207 384330.607792616 168305437.303955
tasks2_final.txt 27 99000 416.501037597656 3.88150000572205 1616.64880371094 44410373.1889343 384325.95462656 172404692.888062 44410373.1889343 384325.95462656 172404692.888062
tasks2_final.txt 28 99000 417.015716552734 3.88150000572205 1618.646484375 42237824.2245789 374719.499083757 163971361.864136 43243470.9394226 384327.788986206 167875418.193359
tasks2_final.txt 29 99000 470.670623779297 3.88100004196167 1826.67272949219 44087527.7386475 378561.820605278 171151623.979126 44747099.4030151 384326.766551018 173712161.619263
tasks2_final.txt 30 99000 361.588073730469 3.8824999332428 1403.86572265625 34665350.9535828 382425.82832098 134581300.565918 34836796.0614929 384347.564795971 135246901.377808
tasks2_final.txt 31 99000 455.637359619141 3.8824999332428 1769.01196289063 42861630.8916016 378562.571549892 166393045.770142 43505153.1230774 384327.534993172 168891283.617554
tasks2_final.txt 32 99000 409.443145751953 3.88199996948242 1589.45825195313 43043902.3728943 380483.653043747 167100411.708862 43480694.8115234 384326.903510094 168796070.668579
